#iStoreID	sStoreNama	sStroreIconID	iRandom	sRandom	sItemID	sBuyamount	iAddReset	iAddBackpack	iCheckAch	iStoreType
1100102	400009	malltop-01	0	0	100105	50	0	1	0	0
1100102	400009	malltop-01	0	0	100106	50	0	1	0	0
1100102	400009	malltop-01	0	0	100107	50	0	1	0	0
1100103	400030	malltop-01	0	0	300005	5	0	0	0	0
1100103	400030	malltop-01	0	0	300008	5	0	0	0	0
1100103	400030	malltop-01	0	0	310006	5	0	0	0	0
1120001	400101	malltop-01	0	0	100365	3	0	1	0	0
1120001	400101	malltop-01	0	0	100366	3	0	1	0	0
1120001	400101	malltop-01	0	0	100367	3	0	1	0	0
1120001	400101	malltop-01	0	0	100368	3	0	1	0	0
1120001	400101	malltop-01	0	0	100369	3	0	1	0	0
1120002	400101	malltop-01	0	0	100365	4	0	0	0	0
1120002	400101	malltop-01	0	0	100366	7	0	0	0	0
1120002	400101	malltop-01	0	0	100367	8	0	0	0	0
1120002	400101	malltop-01	0	0	100368	5	0	0	0	0
1120002	400101	malltop-01	0	0	100369	6	0	0	0	0
1120002	400101	malltop-01	0	0	100406	3	0	0	0	0
1120002	400101	malltop-01	0	0	100407	4	0	0	0	0
1120003	400102	malltop-01	0	0	100416	5	0	0	0	0
1120004	400103	malltop-01	0	0	100257	10	0	1	0	0
1120004	400103	malltop-01	0	0	100258	10	0	1	0	0
1120004	400103	malltop-01	0	0	100259	10	0	1	0	0
1120004	400103	malltop-01	0	0	100260	10	0	1	0	0
1120005	400104	malltop-01	0	0	100417	7	0	0	0	0
1120006	400105	malltop-01	0	0	231008	3	0	1	0	0
1120006	400105	malltop-01	0	0	231009	3	0	1	0	0
1120006	400105	malltop-01	0	0	231010	3	0	1	0	0
1120006	400105	malltop-01	0	0	231011	3	0	1	0	0
1120006	400105	malltop-01	0	0	231012	3	0	1	0	0
1120007	400106	malltop-01	0	0	100306	6	0	0	0	0
1120007	400106	malltop-01	0	0	100307	8	0	0	0	0
1120007	400106	malltop-01	0	0	100308	5	0	0	0	0
1120007	400106	malltop-01	0	0	100309	4	0	0	0	0
1120007	400106	malltop-01	0	0	100310	6	0	0	0	0
1120008	400107	malltop-01	0	0	100160	50	0	1	0	0
1120008	400107	malltop-02	0	0	100177	50	0	1	0	0
1120008	400107	malltop-03	0	0	100178	50	0	1	0	0
1120008	400107	malltop-04	0	0	100181	50	0	1	0	0
1120008	400107	malltop-05	0	0	100182	50	0	1	0	0
1120008	400107	malltop-06	0	0	100168	50	0	1	0	0
1120008	400107	malltop-07	0	0	100167	50	0	1	0	0
1120008	400107	malltop-08	0	0	100185	50	0	1	0	0
1120008	400107	malltop-09	0	0	100169	50	0	1	0	0
1120008	400107	malltop-10	0	0	100162	50	0	1	0	0
1120008	400107	malltop-10	0	0	100164	50	0	1	0	0
1120008	400107	malltop-10	0	0	100186	50	0	1	0	0
1120008	400107	malltop-10	0	0	100170	50	0	1	0	0
1120008	400107	malltop-10	0	0	100172	50	0	1	0	0
1120008	400107	malltop-10	0	0	100183	50	0	1	0	0
1120008	400107	malltop-10	0	0	100163	50	0	1	0	0
1120008	400107	malltop-10	0	0	100158	50	0	1	0	0
1120008	400107	malltop-10	0	0	100152	50	0	1	0	0
1120008	400107	malltop-10	0	0	100187	50	0	1	0	0
1120008	400107	malltop-10	0	0	100156	50	0	1	0	0
1120008	400107	malltop-10	0	0	300009	2	0	1	0	0
1120008	400107	malltop-10	0	0	100165	50	0	1	0	0
1120008	400107	malltop-10	0	0	100177	50	0	1	0	0
1120009	400108	malltop-01	0	0	100408	7	0	0	0	0
1120009	400108	malltop-01	0	0	100410	5	0	0	0	0
1120009	400108	malltop-01	0	0	100369	5	0	0	0	0
1120010	400109	malltop-10	0	0	600008	1	0	1	0	0
1120010	400109	malltop-10	0	0	600022	1	0	1	0	0
1120010	400109	malltop-10	0	0	600105	1	0	1	0	0
1120010	400109	malltop-10	0	0	600111	1	0	1	0	0
1120010	400109	malltop-10	0	0	600308	1	0	1	0	0
1120010	400109	malltop-10	0	0	600502	1	0	1	0	0
1120010	400109	malltop-10	0	0	660009	1	0	1	0	0
1120010	400109	malltop-10	0	0	660010	1	0	1	0	0
1120010	400109	malltop-10	0	0	670003	1	0	1	0	0
1120010	400109	malltop-10	0	0	670004	1	0	1	0	0
1120011	400110	malltop-10	0	0	910033	1	0	1	0	0
1120011	400110	malltop-10	0	0	910034	1	0	1	0	0
1120011	400110	malltop-10	0	0	910035	1	0	1	0	0
1120011	400110	malltop-10	0	0	910036	1	0	1	0	0
1120011	400110	malltop-10	0	0	910037	1	0	1	0	0
1120011	400110	malltop-10	0	0	910038	1	0	1	0	0
1120011	400110	malltop-10	0	0	910039	1	0	1	0	0
1120011	400110	malltop-10	0	0	910040	1	0	1	0	0
1120011	400110	malltop-10	0	0	910041	1	0	1	0	0
1120011	400110	malltop-10	0	0	910042	1	0	1	0	0
1120011	400110	malltop-10	0	0	910043	1	0	1	0	0
1120011	400110	malltop-10	0	0	910044	1	0	1	0	0
1120011	400110	malltop-10	0	0	910045	1	0	1	0	0
1120011	400110	malltop-10	0	0	910046	1	0	1	0	0
1120011	400110	malltop-10	0	0	910047	1	0	1	0	0
1120011	400110	malltop-10	0	0	910048	1	0	1	0	0
1120012	400111	malltop-10	0	0	100051	900	0	1	0	0
1120012	400111	malltop-10	0	0	100053	5	0	1	0	0
1120012	400111	malltop-10	0	0	100101	50	0	1	0	0
1120012	400111	malltop-10	0	0	100010	10	0	1	0	0
1120012	400111	malltop-10	0	0	100102	10	0	1	0	0
1120012	400111	malltop-10	0	0	100105	50	0	1	0	0
1120012	400111	malltop-10	0	0	100106	50	0	1	0	0
1120012	400111	malltop-10	0	0	100107	50	0	1	0	0
1120013	400108	malltop-01	0	0	100365	5	0	0	0	0
1120013	400108	malltop-01	0	0	100366	5	0	0	0	0
1120013	400108	malltop-01	0	0	100367	5	0	0	0	0
1120013	400108	malltop-01	0	0	100368	5	0	0	0	0
1120013	400108	malltop-01	0	0	100369	5	0	0	0	0
1130001	400018	malltop-01	0	0	100175	5	0	1	0	0
1130001	400018	malltop-01	0	0	100151	5	0	1	0	0
1130001	400018	malltop-01	0	0	100164	20	0	1	0	0
1130001	400018	malltop-01	0	0	100186	20	0	1	0	0
1130001	400018	malltop-01	0	0	100170	20	0	1	0	0
1130001	400018	malltop-01	0	0	100172	20	0	1	0	0
1130001	400018	malltop-01	0	0	100183	20	0	1	0	0
1130001	400018	malltop-01	0	0	100158	20	0	1	0	0
1130001	400018	malltop-01	0	0	100163	20	0	1	0	0
1130001	400018	malltop-01	0	0	100156	20	0	1	0	0
1130001	400018	malltop-01	0	0	100165	20	0	1	0	0
1130001	400018	malltop-01	0	0	100177	20	0	1	0	0
5100001	411008	malltop-01	0	0	100351	10	0	0	0	0
5100001	411008	malltop-01	0	0	100352	5	0	0	0	0
5100001	411008	malltop-01	0	0	100353	5	0	0	0	0
5100001	411008	malltop-01	0	0	100354	5	0	0	0	0
5100001	411008	malltop-01	0	0	100355	3	0	0	0	0
5100002	400011	malltop-01	0	0	100151	10	0	1	0	0
5100002	400011	malltop-01	0	0	100154	10	0	1	0	0
5100002	400011	malltop-01	0	0	100152	10	0	1	0	0
5100002	400011	malltop-01	0	0	100157	10	0	1	0	0
5100002	400011	malltop-01	0	0	100158	10	0	1	0	0
5100002	400011	malltop-01	0	0	100160	10	0	1	0	0
5100002	400011	malltop-01	0	0	100163	10	0	1	0	0
5100002	400011	malltop-01	1	5	300003	5	0	1	0	0
5100002	400011	malltop-01	1	6	300005	5	0	1	0	0
5100002	400011	malltop-01	1	4	300007	5	0	1	0	0
5100002	400011	malltop-01	1	7	300009	2	0	1	0	0
5100002	400011	malltop-01	0	0	310006	1	0	1	0	0
5100002	400011	malltop-01	1	1	300014	3	0	1	0	0
5100003	400032	malltop-01	0	0	100258	5	0	1	0	0
5100003	400032	malltop-01	0	0	100261	3	0	1	0	0
5100003	400032	malltop-01	1	4	100266	2	0	1	0	0
5100003	400032	malltop-01	1	6	100267	2	0	1	0	0
5100003	400032	malltop-01	1	5	100265	2	0	1	0	0
5100003	400032	malltop-01	0	0	100054	1	0	1	0	0
5100003	400032	malltop-01	0	0	100051	900	0	1	0	0
9000001	400112	malltop-00	0	0	100051	9999	0	1	0	0
9000001	400112	malltop-00	0	0	100054	1	0	1	0	0
9000001	400112	malltop-00	0	0	100105	999	0	1	0	0
9000001	400112	malltop-00	0	0	100106	200	0	1	0	0
9000001	400112	malltop-00	0	0	100102	1	0	1	0	0
9000001	400112	malltop-00	0	0	100101	999	0	1	0	0
9000001	400112	malltop-00	0	0	100107	999	0	1	0	0
9000001	400112	malltop-00	0	0	600002	10	0	1	0	0
9000001	400112	malltop-00	0	0	600003	5	0	1	0	0
9000001	400112	malltop-00	0	0	600011	20	0	1	0	0
9000001	400112	malltop-00	0	0	600102	1	0	1	0	0
9000001	400112	malltop-00	0	0	600302	5	0	1	0	0
9000001	400112	malltop-00	0	0	600402	5	0	1	0	0
9000001	400112	malltop-00	0	0	600501	1	0	1	0	0
9000001	400112	malltop-00	0	0	670005	5	0	1	0	0
9000001	400112	malltop-00	0	0	100001	180	0	1	0	0
9000001	400112	malltop-00	0	0	100002	150	0	1	0	0
9000001	400112	malltop-00	0	0	100003	120	0	1	0	0
9000001	400112	malltop-00	0	0	100004	90	0	1	0	0
9000001	400112	malltop-00	0	0	100005	60	0	1	0	0
9000001	400112	malltop-00	0	0	100006	30	0	1	0	0
9000001	400112	malltop-00	0	0	100007	5	0	1	0	0
9000001	400112	malltop-00	0	0	100008	5	0	1	0	0
9000001	400112	malltop-00	0	0	100009	5	0	1	0	0
9000001	400112	malltop-00	0	0	100160	50	0	1	0	0
9000001	400112	malltop-00	0	0	100177	50	0	1	0	0
9000001	400112	malltop-00	0	0	100178	50	0	1	0	0
9000001	400112	malltop-00	0	0	100181	50	0	1	0	0
9000001	400112	malltop-00	0	0	100182	50	0	1	0	0
9000001	400112	malltop-00	0	0	100168	50	0	1	0	0
9000001	400112	malltop-00	0	0	100167	50	0	1	0	0
9000001	400112	malltop-00	0	0	100185	50	0	1	0	0
9000001	400112	malltop-00	0	0	100169	50	0	1	0	0
9000001	400112	malltop-00	0	0	100162	50	0	1	0	0
9000001	400112	malltop-00	0	0	100164	50	0	1	0	0
9000001	400112	malltop-00	0	0	100186	50	0	1	0	0
9000001	400112	malltop-00	0	0	100170	50	0	1	0	0
9000001	400112	malltop-00	0	0	100172	50	0	1	0	0
9000001	400112	malltop-00	0	0	100183	50	0	1	0	0
9000001	400112	malltop-00	0	0	100163	50	0	1	0	0
9000001	400112	malltop-00	0	0	100158	50	0	1	0	0
9000001	400112	malltop-00	0	0	100152	50	0	1	0	0
9000001	400112	malltop-00	0	0	100187	50	0	1	0	0
9000001	400112	malltop-00	0	0	100156	50	0	1	0	0
9000001	400112	malltop-00	0	0	100171	50	0	1	0	0
9000001	400112	malltop-00	0	0	100165	50	0	1	0	0
9000001	400112	malltop-00	0	0	300009	2	0	1	0	0
9000002	400112	malltop-00	0	0	100051	9999	0	1	0	0
9000002	400112	malltop-00	0	0	100055	1	0	1	0	0
9000002	400112	malltop-00	0	0	100105	999	0	1	0	0
9000002	400112	malltop-00	0	0	100106	300	0	1	0	0
9000002	400112	malltop-00	0	0	100103	1	0	1	0	0
9000002	400112	malltop-00	0	0	100101	999	0	1	0	0
9000002	400112	malltop-00	0	0	100107	999	0	1	0	0
9000002	400112	malltop-00	0	0	600017	10	0	1	0	0
9000002	400112	malltop-00	0	0	600002	5	0	1	0	0
9000002	400112	malltop-00	0	0	600011	20	0	1	0	0
9000002	400112	malltop-00	0	0	600003	1	0	1	0	0
9000002	400112	malltop-00	0	0	600103	5	0	1	0	0
9000002	400112	malltop-00	0	0	600304	5	0	1	0	0
9000002	400112	malltop-00	0	0	600123	5	0	1	0	0
9000002	400112	malltop-00	0	0	600501	1	0	1	0	0
9000002	400112	malltop-00	0	0	670004	5	0	1	0	0
9000002	400112	malltop-00	0	0	100001	180	0	1	0	0
9000002	400112	malltop-00	0	0	100002	150	0	1	0	0
9000002	400112	malltop-00	0	0	100003	120	0	1	0	0
9000002	400112	malltop-00	0	0	100004	90	0	1	0	0
9000002	400112	malltop-00	0	0	100005	60	0	1	0	0
9000002	400112	malltop-00	0	0	100006	30	0	1	0	0
9000002	400112	malltop-00	0	0	100007	5	0	1	0	0
9000002	400112	malltop-00	0	0	100008	5	0	1	0	0
9000002	400112	malltop-00	0	0	100009	5	0	1	0	0
9000002	400112	malltop-00	0	0	100151	50	0	1	0	0
9000002	400112	malltop-00	0	0	100153	50	0	1	0	0
