#sGroupID	iOrder	iNpcID	iImageDirection	sNpcVoice	sActionID	sManager	iInFields	sBtnName1	sOpenUIID1	sArg1	sBtnName2	sOpenUIID2	sArg2	sBtnName3	sOpenUIID3	sArg3	sBtnName4	sOpenUIID4	sArg4	sNextQuestID	fDestroyTime	iGiftID
1010201	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]莲花剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010202	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010202	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	6	100016	1	0	action03	[FFFF00]莲花剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	10	100016	1	0	action03	就拿你来试试这[FFFF00]莲花剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010202	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010301	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]巨阙剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010302	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010302	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	6	100016	1	0	action03	[FFFF00]巨阙剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	10	100016	1	0	action03	就拿你来试试这[FFFF00]巨阙剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010302	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010401	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]青溟剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010402	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010402	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	6	100016	1	0	action03	[FFFF00]青溟剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	10	100016	1	0	action03	就拿你来试试这[FFFF00]青溟剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010402	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010501	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]龙渊剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010502	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010502	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	6	100016	1	0	action03	[FFFF00]龙渊剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	10	100016	1	0	action03	就拿你来试试这[FFFF00]龙渊剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010502	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010601	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]太虚剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010602	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010602	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	6	100016	1	0	action03	[FFFF00]太虚剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	10	100016	1	0	action03	就拿你来试试这[FFFF00]太虚剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010602	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010701	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]傲天神剑[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010702	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010702	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	6	100016	1	0	action03	[FFFF00]傲天神剑[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	10	100016	1	0	action03	就拿你来试试这[FFFF00]傲天神剑[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010702	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010801	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]神术[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010802	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010802	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	6	100016	1	0	action03	[FFFF00]神术[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	10	100016	1	0	action03	就拿你来试试这[FFFF00]神术[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010802	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010901	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]噬日刀[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1010902	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1010902	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	6	100016	1	0	action03	[FFFF00]噬日刀[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	10	100016	1	0	action03	就拿你来试试这[FFFF00]噬日刀[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010902	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011001	1	0	0	0	stand01	【方才似乎惹二师兄不开心了…啊！身上恰巧有[FFFF00]太皇[-]，要不要送给二师兄赔罪一下？】	1	一、【就送给二师兄吧。】	2	1011002	二、【算了，二师兄才看不起这种剑。】	1	0	0	0	0	0	0	0	0	0	0
1011002	1	0	0	0	stand01	二师兄！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	2	100016	1	0	action03	做啥！你怎还在这！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	3	0	0	0	stand01	嘻嘻，二师兄啊～二师兄！<br>我这有很棒的武器想要送给二师兄，二师兄就收下吧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	4	100016	1	0	action03	哦？亏你想的到要孝敬我！拿来让我瞧瞧！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	5	0	0	0	stand01	喏。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	6	100016	1	0	action03	[FFFF00]太皇[-]？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	7	0	0	0	stand01	怎么样？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	8	100016	1	0	action03	嘿嘿，你这小鬼还知道我喜欢这玩意，不过没地方试好无趣吶～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	9	0	0	0	stand01	所以？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	10	100016	1	0	action03	就拿你来试试这[FFFF00]太皇[-]有多厉害呗！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011002	11	0	0	0	stand01	别别别啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011201	1	0	0	0	stand01	呜！痛死我了	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011201	2	100016	1	0	stand01	哈哈，看来你送的这玩意还不错！我就收下啦！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011301	1	100016	1	0	stand01	哫！你是不是拿你不要的送我啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011301	2	0	0	0	stand01	哪儿的话！才没！<br>【哈哈哈哈哈哈哈！】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015001	1	0	0	0	stand01	这不是二师兄么！你又偷溜出来啦！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015001	2	100016	1	0	action03	什么叫做＂又＂？你说话给我小心一点！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015001	3	0	0	0	stand01	是是是！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015001	4	0	0	0	stand01	那二师兄到这做啥？莫非是来见某某某～？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015001	5	100016	1	0	action03	哪、哪儿的话！你在吵我就扁死你！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	1	0	0	0	stand01	见谁啊～见谁啊～	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	2	100016	1	0	stand01	哫！吵死了！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	3	0	0	0	stand01	呃…	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	4	100016	1	0	stand01	来啊来啊！来单挑啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	5	100016	1	0	stand01	怎么样啊？怕啦？咱们小师弟好像吓到快要尿裤子啦？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015101	6	0	0	0	stand01	二师兄，不要啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015601	1	100016	0	0	stand01	刚才送东西给我，现在找我又想做什么？	1	一、没，跟二师兄打声招呼而已。	2	1015602	二、二师兄陪我练功吧。	6	800003	三、二师兄你在这很碍眼。	2	1015603	四、没事没事，当我不存在。	1	0	0	0	0
1015602	1	100016	0	0	stand01	打招呼？这不像你！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015602	2	100016	0	0	stand01	你又到外头干了什么，要来找我帮忙收拾！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015602	3	0	1	0	stand01	没！哪的话！我最听二师兄的话，最不会闹事了！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015602	4	100016	0	0	stand01	那就好！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015603	1	100016	0	0	stand01	死小鬼，你讨打！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100208
1015603	2	100016	0	0	stand01	走开啊！！少在这吵我！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015603	3	0	1	0	stand01	【恶师兄发怒了。】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030101	1	0	0	0	stand01	【湘芸姑娘好像很喜欢伞…恰巧身上有把[FFFF00]黄山烟云伞[-]，要不就送给他吧？】	1	一、【就送给湘芸姑娘吧。】	2	1030102	二、【还是算了，送伞不吉利。】	1	0	0	0	0	0	0	0	0	0	0
1030102	1	0	0	0	stand01	湘芸姑娘。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	2	100035	1	0	stand01	<Z#2>大哥？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	3	0	0	0	stand01	…瞧妳好像很喜欢伞…我这有把[FFFF00]黄山烟云伞[-]，就送给妳吧。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	4	100035	1	0	stand01	哇，好漂亮的伞啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	5	100035	1	0	stand01	真是可以送给我么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	6	0	0	0	stand01	是啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	7	100035	1	0	stand01	………	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	8	0	0	0	stand01	怎喏？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	9	100035	1	0	stand01	可是…你不能送伞给我啊…	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	10	0	0	0	stand01	为什么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	11	100035	1	0	stand01	因、因为送伞代表分开啊…	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	12	0	0	0	stand01	怎么会！我不是好好地在这么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	13	0	0	0	stand01	我不会离开妳的！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	14	100035	1	0	stand01	………	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030102	15	100035	1	0	stand01	呵呵！多谢<Z#2>大哥。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030201	1	0	0	0	stand01	【湘芸姑娘好像很喜欢伞…恰巧身上有把[FFFF00]绿山水画伞[-]，要不就送给他吧？】	1	一、【就送给湘芸姑娘吧。】	2	1030202	二、【还是算了，送伞不吉利。】	1	0	0	0	0	0	0	0	0	0	0
1030202	1	0	0	0	stand01	湘芸姑娘。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	2	100035	1	0	stand01	<Z#2>大哥？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	3	0	0	0	stand01	…瞧妳好像很喜欢伞…我这有把[FFFF00]绿山水画伞[-]，就送给妳吧。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	4	100035	1	0	stand01	哇，好漂亮的伞啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	5	100035	1	0	stand01	真是可以送给我么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	6	0	0	0	stand01	是啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	7	100035	1	0	stand01	………	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	8	0	0	0	stand01	怎喏？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	9	100035	1	0	stand01	可是…你不能送伞给我啊…	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	10	0	0	0	stand01	为什么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	11	100035	1	0	stand01	因、因为送伞代表分开啊…	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	12	0	0	0	stand01	怎么会！我不是好好地在这么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	13	0	0	0	stand01	我不会离开妳的！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	14	100035	1	0	stand01	………	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030202	15	100035	1	0	stand01	呵呵！多谢<Z#2>大哥。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030301	1	0	0	0	stand01	【湘芸姑娘好像很喜欢伞…恰巧身上有把[FFFF00]鸡鸣伞[-]，要不就送给他吧？】	1	一、【就送给湘芸姑娘吧。】	2	1030302	二、【还是算了，送伞不吉利。】	1	0	0	0	0	0	0	0	0	0	0
1030302	1	0	0	0	stand01	湘芸姑娘。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	2	100035	1	0	stand01	<Z#2>大哥？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	3	0	0	0	stand01	…瞧妳好像很喜欢伞…我这有把[FFFF00]鸡鸣伞[-]，就送给妳吧。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	4	100035	1	0	stand01	哇，好漂亮的伞啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	5	100035	1	0	stand01	真是可以送给我么？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	6	0	0	0	stand01	是啊！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030302	7	100035	1	0	stand01	………	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
