#iArea	iClipID	bStart	iNextClipID	iLinkID	TriggerType	TriggerData	RequireType	RequireEqual	iRequireValue1	iRequireValue2	iTriggerPercent	TriggerEvent	iTriggerEventArg1	iTriggerEventArg2	iTriggerEventArg3	iGroup	irepeat
100021	24	0	0	0	0	0	0	0	0	0	0	0	910002101	20	0	0	0
100021	25	1	26	0	9	0	0	0	0	0	0	0	910002101	19	0	0	0
100021	26	0	0	0	0	0	0	0	0	0	0	0	910002101	20	0	0	0
100022	1	1	0	0	4	10001401	0	0	0	0	0	0	910002201	1	0	0	0
100022	2	1	0	0	4	10001401	1	2	0	80	0	0	910002202	1	0	0	0
100024	1	1	2	0	6	5	0	0	0	0	0	0	910002401	1	0	0	0
100024	2	0	0	0	0	0	0	0	0	0	0	0	910002401	2	0	0	0
100027	1	1	2	0	0	0	0	0	0	0	0	0	910002101	1	0	0	0
100027	2	0	3	0	0	0	0	0	0	0	0	0	910002101	2	0	0	0
100027	3	0	4	0	0	0	0	0	0	0	0	0	910002101	3	0	0	0
100027	4	0	5	0	0	0	0	0	0	0	0	0	910002101	4	0	0	0
100027	5	0	6	0	0	0	0	0	0	0	0	0	910002101	5	0	0	0
100027	6	0	7	0	0	0	0	0	0	0	0	0	910002101	6	0	0	0
100027	7	0	8	0	0	0	0	0	0	0	0	0	910002101	7	0	0	0
100027	8	0	9	0	0	0	0	0	0	0	0	0	910002101	8	0	0	0
100027	9	0	10	0	0	0	0	0	0	0	0	0	910002101	9	0	0	0
100027	10	0	11	0	0	0	0	0	0	0	0	0	910002101	10	0	0	0
100027	11	0	12	0	0	0	0	0	0	0	0	0	910002101	11	0	0	0
100027	12	0	13	0	0	0	0	0	0	0	0	0	910002101	12	0	0	0
100027	13	0	14	0	0	0	0	0	0	0	0	0	910002101	13	0	0	0
100027	14	0	15	0	0	0	0	0	0	0	0	0	910002101	14	0	0	0
100027	15	0	16	0	0	0	0	0	0	0	0	0	910002101	15	0	0	0
100027	16	0	0	0	0	0	0	0	0	0	0	0	910002101	16	0	0	0
100027	17	1	18	0	6	2	0	0	0	0	0	0	910002101	56	0	0	0
100027	18	0	19	0	0	0	0	0	0	0	0	0	910002101	57	0	0	0
100027	19	0	20	0	0	0	0	0	0	0	0	1	10001401	0	0	0	0
100027	20	0	21	0	0	0	0	0	0	0	0	1	10001502	0	0	0	0
100027	21	0	22	0	0	0	0	0	0	0	0	1	10001602	0	0	0	0
100027	22	0	23	0	0	0	0	0	0	0	0	0	910002101	58	0	0	0
100027	23	0	24	0	0	0	0	0	0	0	0	0	910002101	21	0	0	0
100027	24	0	25	0	0	0	0	0	0	0	0	0	910002101	22	0	0	0
100027	25	0	0	0	0	0	0	0	0	0	0	0	910002101	17	0	0	0
100028	1	1	2	0	0	0	0	0	0	0	0	0	910002101	24	0	0	0
100028	2	0	3	0	0	0	0	0	0	0	0	0	910002101	25	0	0	0
100028	3	0	4	0	0	0	0	0	0	0	0	0	910002101	26	0	0	0
100028	4	0	5	0	0	0	0	0	0	0	0	0	910002101	27	0	0	0
100028	5	0	0	0	0	0	0	0	0	0	0	0	910002101	28	0	0	0
100028	6	1	7	0	1	10001401	5	0	10001103	0	0	0	910002101	29	0	1	0
100028	7	0	8	0	0	0	0	0	0	0	0	0	910002101	30	0	0	0
100028	8	0	9	0	0	0	0	0	0	0	0	0	910002101	31	0	0	0
100028	9	0	10	0	0	0	0	0	0	0	0	1	10001502	0	0	0	0
100028	10	0	11	0	0	0	0	0	0	0	0	1	10001602	0	0	0	0
100028	11	0	12	0	0	0	0	0	0	0	0	0	910002101	32	0	0	0
100028	12	0	0	0	0	0	0	0	0	0	0	0	910002101	33	0	0	0
100028	13	1	14	0	6	4	0	0	0	0	0	1	10012602	1	0	0	0
100028	14	0	15	0	0	0	0	0	0	0	0	1	10012702	1	0	0	0
100028	15	0	16	0	0	0	0	0	0	0	0	1	10012802	1	0	0	0
100028	16	0	17	0	0	0	0	0	0	0	0	1	10012902	1	0	0	0
100028	17	0	18	0	0	0	0	0	0	0	0	0	910002101	34	0	0	0
100028	18	0	19	0	0	0	0	0	0	0	0	0	910002101	35	0	0	0
100028	19	0	20	0	0	0	0	0	0	0	0	0	910002101	36	0	0	0
100028	20	0	21	0	0	0	0	0	0	0	0	0	910002101	37	0	0	0
100028	21	0	22	0	0	0	0	0	0	0	0	0	910002101	38	0	0	0
100028	22	0	0	0	0	0	0	0	0	0	0	6	10001002	0	0	0	0
100028	23	1	24	0	6	5	0	0	0	0	0	0	910002101	39	0	0	0
100028	24	0	25	0	0	0	0	0	0	0	0	0	910002101	40	0	0	0
100028	25	0	26	0	0	0	0	0	0	0	0	0	910002101	41	0	0	0
100028	26	0	27	0	0	0	0	0	0	0	0	1	10007403	0	0	0	0
100028	27	0	28	0	0	0	0	0	0	0	0	1	10007502	0	0	0	0
100028	28	0	29	0	0	0	0	0	0	0	0	0	910002101	42	0	0	0
100028	29	0	0	0	0	0	0	0	0	0	0	0	910002101	43	0	0	0
100028	30	1	31	0	6	6	0	0	0	0	0	1	10003803	0	0	0	0
100028	31	0	32	0	0	0	0	0	0	0	0	1	10004504	0	0	0	0
100028	32	0	33	0	0	0	0	0	0	0	0	0	910002101	44	0	0	0
100028	33	0	33	0	0	0	0	0	0	0	0	0	910002101	45	0	0	0
100028	34	1	0	0	9	1	0	0	0	0	0	0	910002101	46	0	0	0
100028	35	1	36	0	6	3	0	0	0	0	0	0	910002101	47	0	1	0
100028	36	0	37	0	0	0	0	0	0	0	0	0	910002101	48	0	0	0
100028	37	0	38	0	0	0	0	0	0	0	0	0	910002101	49	0	0	0
100028	38	0	39	0	0	0	0	0	0	0	0	0	910002101	50	0	0	0
100028	39	0	40	0	0	0	0	0	0	0	0	0	910002101	51	0	0	0
100028	40	0	41	0	0	0	0	0	0	0	0	0	910002101	52	0	0	0
100028	41	0	42	0	0	0	0	0	0	0	0	0	910002101	53	0	0	0
100028	42	0	43	0	0	0	0	0	0	0	0	0	910002101	54	0	0	0
100028	43	0	44	0	0	0	0	0	0	0	0	0	910002101	55	0	0	0
100028	44	0	45	0	0	0	0	0	0	0	0	6	10001001	0	0	0	0
100028	45	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
100029	1	1	0	0	6	1	0	0	0	0	0	0	20000016	60	0	0	0
100029	2	1	3	0	4	91000701	1	4	0	70	0	1	91000601	1	0	0	0
100029	3	0	4	0	0	0	0	0	0	0	0	0	20000016	61	0	0	0
100029	4	0	5	0	0	0	0	0	0	0	0	0	20000016	62	0	0	0
100029	5	0	0	0	0	0	0	0	0	0	0	4	0	600021	1	0	0
100029	6	1	7	0	8	0	0	0	0	0	0	0	20000016	63	0	0	0
100029	7	0	0	0	0	0	0	0	0	0	0	0	20000016	64	0	0	0
100029	8	1	9	0	7	0	0	0	0	0	0	0	20000016	61	0	0	0
100029	9	0	0	0	0	0	0	0	0	0	0	0	20000016	65	0	0	0
100101	1	1	2	0	4	10001401	1	4	0	30	0	1	10001502	0	0	0	0
100101	2	0	0	0	0	0	0	0	0	0	0	0	910010101	1	0	0	0
100105	1	1	0	0	0	0	0	0	0	0	0	0	910010501	1	0	0	0
100108	1	1	2	0	7	0	0	0	0	0	0	0	10296003	1	0	0	0
100108	2	0	3	0	0	0	0	0	0	0	0	0	10296003	2	0	0	0
100108	3	0	0	0	0	0	0	0	0	0	0	6	20000001	0	0	0	0
100113	1	1	2	0	7	0	0	0	0	0	0	0	10296004	1	0	0	0
100113	2	0	10	0	0	0	0	0	0	0	0	0	10296004	2	0	0	0
100113	3	1	0	0	0	0	0	0	0	0	0	0	10296004	3	0	0	0
100113	4	1	5	0	4	10012602	1	4	0	15	0	0	10296004	4	0	0	0
100113	5	0	6	0	0	0	0	0	0	0	0	0	10296004	5	0	0	0
100113	6	0	0	0	0	0	0	0	0	0	0	4	10001602	900003	0	0	0
100113	7	1	8	0	6	12	0	0	0	0	0	0	10296004	6	0	0	0
100113	8	0	9	0	0	0	0	0	0	0	0	0	10296004	7	0	0	0
100113	9	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
100113	10	0	0	0	0	0	0	0	0	0	0	6	20000002	0	0	0	0
100114	1	1	0	0	7	0	0	0	0	0	0	0	10296005	1	0	0	0
100114	2	0	0	0	0	0	0	0	0	0	0	6	20000003	0	0	0	0
100116	1	1	0	0	6	4	0	0	0	0	0	0	910011601	1	0	0	0
100117	1	1	0	0	0	1	0	0	0	0	0	0	910011701	1	0	0	0
100117	1	1	0	0	6	2	0	0	0	0	0	0	910011702	1	0	0	0
100117	1	1	0	0	6	3	0	0	0	0	0	0	910011703	1	0	0	0
100117	1	1	0	0	6	4	0	0	0	0	0	0	910011704	1	0	0	0
100117	1	1	0	0	6	5	0	0	0	0	0	0	910011705	1	0	0	0
100117	1	1	0	0	6	6	0	0	0	0	0	0	910011706	1	0	0	0
100118	1	1	2	0	0	0	0	0	0	0	0	0	10296002	1	0	0	0
100118	2	0	3	0	0	0	0	0	0	0	0	0	10296002	2	0	0	0
100118	3	0	4	5	0	0	0	0	0	0	0	0	10296002	3	0	0	0
100118	4	0	0	0	0	0	0	0	0	0	0	0	10296002	4	0	0	0
100118	5	0	0	0	0	0	0	0	0	0	0	4	10012602	500065	0	0	0
100118	6	1	7	0	6	4	0	0	0	0	0	0	10296002	5	0	0	0
100118	7	0	0	0	0	0	0	0	0	0	0	0	10296002	6	0	0	0
100118	8	1	9	0	6	7	0	0	0	0	0	0	10296002	7	0	0	0
100118	9	0	10	0	0	0	0	0	0	0	0	0	10296002	8	0	0	0
100118	10	0	11	0	0	0	0	0	0	0	0	0	10296002	9	0	0	0
100118	11	0	0	0	0	0	0	0	0	0	0	4	10001401	900003	0	0	0
100118	12	1	0	0	7	0	0	0	0	0	0	6	20000004	0	0	0	0
100119	1	1	2	0	7	0	8	0	20000021	0	0	10	99999	0	0	0	0
100119	2	0	0	0	0	0	0	0	0	0	0	0	10295002	2	0	0	0
112001	1	1	0	0	5	10012002	0	0	0	0	0	1	10007802	1	0	0	0
112001	1	0	0	0	5	10007802	0	0	0	0	0	1	10009602	1	0	0	0
112001	1	0	0	0	5	10009602	0	0	0	0	0	1	10008902	1	0	0	0
105002	1	1	2	0	5	91001101	0	0	0	0	0	0	10510001	8	0	0	0
105002	2	0	0	0	0	0	0	0	0	0	0	4	91001201	500035	0	0	0
105002	3	1	4	0	6	8	0	0	0	0	0	1	91001101	1	4	0	0
105002	4	0	5	0	0	0	0	0	0	0	0	1	91001101	1	20	0	0
105002	5	0	6	0	0	0	0	0	0	0	0	1	91001101	1	39	0	0
105002	6	0	7	0	0	0	0	0	0	0	0	0	10510001	9	0	0	0
105002	7	0	0	0	0	0	0	0	0	0	0	0	10510001	10	0	0	0
105002	8	1	0	0	5	91001201	0	0	0	0	0	4	0	500009	1	0	0
105002	9	1	10	0	4	10001401	1	2	0	30	0	10	99999	0	0	0	0
105002	10	0	11	0	0	0	8	5	20000020	0	0	6	20000019	0	0	0	0
105002	11	0	12	0	0	0	0	0	0	0	0	0	10510001	11	0	0	0
105002	12	0	13	0	0	0	0	0	0	0	0	0	10510001	12	0	0	0
105002	13	0	0	0	0	0	0	0	0	0	0	0	10510001	13	0	0	0
105003	1	1	2	0	0	0	0	0	0	0	0	0	921003801	1	0	0	0
105003	2	0	3	0	0	0	0	0	0	0	0	0	921003801	2	0	0	0
105003	3	0	4	0	0	0	0	0	0	0	0	0	921003801	3	0	0	0
105003	4	0	5	0	0	0	0	0	0	0	0	0	921003801	4	0	0	0
105003	5	0	6	0	0	0	0	0	0	0	0	0	921003801	5	0	0	0
105003	6	0	7	0	0	0	0	0	0	0	0	1	10001502	0	0	0	0
105003	7	0	8	0	0	0	0	0	0	0	0	0	921003801	6	0	0	0
105003	8	0	9	0	0	0	0	0	0	0	0	0	921003801	7	0	0	0
105003	9	0	10	0	0	0	0	0	0	0	0	0	921003801	8	0	0	0
105003	10	0	0	0	0	0	0	0	0	0	0	0	921003801	9	0	0	0
105003	11	1	0	0	7	0	0	0	0	0	0	0	921003801	21	0	0	0
105004	1	1	2	0	5	91001101	0	0	0	0	0	0	10510001	8	0	0	0
105004	2	0	0	0	0	0	0	0	0	0	0	4	91001201	500035	0	0	0
105004	3	1	4	0	6	8	0	0	0	0	0	1	91001101	1	4	0	0
105004	4	0	5	0	0	0	0	0	0	0	0	1	91001101	1	20	0	0
105004	5	0	6	0	0	0	0	0	0	0	0	1	91001101	1	39	0	0
105004	6	0	7	0	0	0	0	0	0	0	0	0	10510001	9	0	0	0
105004	7	0	0	0	0	0	0	0	0	0	0	0	10510001	10	0	0	0
105004	8	1	0	0	5	91001201	0	0	0	0	0	4	0	500009	1	0	0
105004	9	1	10	0	4	10001401	1	2	0	30	0	10	99999	0	0	0	0
105004	10	0	11	0	0	0	0	0	0	0	0	6	20000020	0	0	0	0
105004	11	0	12	0	0	0	0	0	0	0	0	0	10510001	14	0	0	0
105004	12	0	13	0	0	0	0	0	0	0	0	0	10510001	15	0	0	0
105004	13	0	0	0	0	0	0	0	0	0	0	0	10510001	16	0	0	0
105005	1	1	2	0	5	91001101	0	0	0	0	0	0	10510001	8	0	0	0
105005	2	0	0	0	0	0	0	0	0	0	0	4	91001201	500035	0	0	0
105005	3	1	4	0	6	8	0	0	0	0	0	1	91001101	1	4	0	0
105005	4	0	5	0	0	0	0	0	0	0	0	1	91001101	1	20	0	0
105005	5	0	6	0	0	0	0	0	0	0	0	1	91001101	1	39	0	0
105005	6	0	7	0	0	0	0	0	0	0	0	0	10510001	9	0	0	0
105005	7	0	0	0	0	0	0	0	0	0	0	0	10510001	10	0	0	0
105005	8	1	0	0	5	91001201	0	0	0	0	0	4	0	500009	1	0	0
105005	9	1	10	0	6	10	0	0	0	0	0	6	20000021	0	0	0	0
105005	10	0	11	0	0	0	0	0	0	0	0	0	10510001	17	0	0	0
105005	11	0	12	0	0	0	0	0	0	0	0	0	10510001	18	0	0	0
105005	12	0	13	0	0	0	0	0	0	0	0	0	10510001	19	0	0	0
105005	13	0	14	0	0	0	0	0	0	0	0	0	10510001	20	0	0	0
105005	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
106002	1	1	2	0	6	2	0	0	0	0	0	0	20620002	6	0	0	0
106002	2	0	0	0	0	0	0	0	0	0	0	0	20620002	7	0	0	0
106003	1	1	2	0	7	0	0	0	0	0	0	0	20620004	11	0	0	0
106003	2	0	3	0	0	0	0	0	0	0	0	0	20620004	12	0	0	0
106003	3	0	4	0	0	0	0	0	0	0	0	0	20620004	13	0	0	0
106003	4	0	5	0	0	0	0	0	0	0	0	0	20620004	14	0	0	0
106003	5	0	6	0	0	0	0	0	0	0	0	0	20620004	15	0	0	0
106003	6	0	7	0	0	0	0	0	0	0	0	0	20620004	16	0	0	0
106003	7	0	8	0	0	0	0	0	0	0	0	0	20620004	17	0	0	0
106003	8	0	9	0	0	0	0	0	0	0	0	0	20620004	18	0	0	0
106003	9	0	10	0	0	0	0	0	0	0	0	0	20620004	19	0	0	0
106003	10	0	11	0	0	0	0	0	0	0	0	0	20620004	20	0	0	0
106003	11	0	0	0	0	0	0	0	0	0	0	0	20620004	21	0	0	0
106003	12	1	13	0	6	5	0	0	0	0	0	0	20620004	6	0	0	0
106003	13	0	14	0	0	0	0	0	0	0	0	0	20620004	7	0	0	0
106003	14	0	15	0	0	0	0	0	0	0	0	0	20620004	8	0	0	0
106003	15	0	16	0	0	0	0	0	0	0	0	0	20620004	9	0	0	0
106003	16	0	0	0	0	0	0	0	0	0	0	0	20620004	10	0	0	0
106004	1	1	2	0	6	3	0	0	0	0	0	1	10000703	0	40	0	0
106004	2	0	3	0	0	0	0	0	0	0	0	1	10000803	0	41	0	0
106004	3	0	4	0	0	0	0	0	0	0	0	0	20620008	23	0	0	0
106004	4	0	5	0	0	0	0	0	0	0	0	0	20620008	24	0	0	0
106004	5	0	0	0	0	0	0	0	0	0	0	0	20620008	25	0	0	0
106004	6	1	7	0	6	1	0	0	0	0	0	0	20620008	26	0	0	0
106004	7	0	0	0	0	0	0	0	0	0	0	4	10001603	700001	0	0	0
106005	1	1	2	0	6	10	0	0	0	0	0	0	20620009	30	0	0	0
106005	2	0	3	0	0	0	0	0	0	0	0	0	20620009	31	0	0	0
106005	3	0	4	0	0	0	0	0	0	0	0	0	20620009	32	0	0	0
106005	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
106005	5	1	6	0	1	10001401	0	0	0	0	0	1	10001503	1	46	0	0
106005	6	0	7	0	0	0	0	0	0	0	0	0	20620009	34	0	0	0
106005	7	0	8	0	0	0	0	0	0	0	0	0	20620009	35	0	0	0
106005	8	0	9	0	0	0	0	0	0	0	0	0	20620009	36	0	0	0
106005	9	0	0	0	0	0	0	0	0	0	0	0	20620009	37	0	0	0
106005	10	0	0	0	0	0	0	0	0	0	0	4	10001503	700002	0	0	0
106005	11	1	12	0	4	10003703	1	4	0	50	0	1	10004403	1	45	0	0
106005	12	0	0	0	0	0	0	0	0	0	0	0	20620009	33	0	0	0
106005	13	1	14	0	6	1	0	0	0	0	0	1	10004504	1	44	0	0
106005	14	0	15	0	0	0	0	0	0	0	0	1	10004604	1	47	0	0
106005	15	0	16	0	0	0	0	0	0	0	0	1	10004901	1	46	0	0
106005	16	0	0	0	0	0	0	0	0	0	0	1	10005001	1	45	0	0
106005	17	1	18	0	6	5	0	0	0	0	0	1	10005102	1	44	0	0
106005	18	0	19	0	0	0	0	0	0	0	0	1	10005202	1	45	0	0
106005	19	0	0	0	0	0	0	0	0	0	0	1	10005302	1	46	0	0
107002	1	1	0	0	7	0	0	0	0	0	0	0	100042112	1	0	0	0
110002	1	1	2	0	7	0	0	0	0	0	0	0	21060001	21	0	0	0
110002	2	0	3	0	0	0	0	0	0	0	0	0	21060001	22	0	0	0
110002	3	0	4	0	0	0	0	0	0	0	0	0	21060001	23	0	0	0
110002	4	0	0	0	0	0	0	0	0	0	0	0	21060001	24	0	0	0
111001	1	1	2	0	0	0	0	0	0	0	0	0	21100002	5	0	0	0
111001	2	0	3	0	0	0	0	0	0	0	0	0	21100002	6	0	0	0
111001	3	0	0	0	0	0	0	0	0	0	0	0	21100002	7	0	0	0
111001	4	1	5	0	6	3	0	0	0	0	0	0	21100002	8	0	0	0
111001	5	0	6	0	0	0	0	0	0	0	0	0	21100002	9	0	0	0
111001	6	0	0	0	0	0	0	0	0	0	0	0	21100002	10	0	0	0
111001	7	1	0	0	6	4	0	0	0	0	0	0	21100002	11	0	0	0
111001	8	1	9	0	6	5	0	0	0	0	0	0	21100002	12	0	0	0
111001	9	0	10	0	0	0	0	0	0	0	0	0	21100002	13	0	0	0
111001	10	0	0	0	0	0	0	0	0	0	0	0	21100002	14	0	0	0
100701	1	1	2	0	6	3	0	0	0	0	0	10	99999	0	0	0	0
100701	2	0	3	0	0	10003303	1	1	0	0	0	0	21170004	41	0	0	0
100701	3	0	4	0	0	0	0	0	0	0	0	0	21170004	42	0	0	0
100701	4	0	5	0	0	0	0	0	0	0	0	4	500042	0	0	0	0
100701	5	0	6	0	0	0	0	0	0	0	0	0	21170004	43	0	0	0
100701	6	0	0	0	0	0	0	0	0	0	0	0	21170004	44	0	0	0
100701	7	1	8	0	6	6	0	0	0	0	0	10	99999	0	0	0	0
100701	8	0	9	0	0	10003303	1	1	0	0	0	0	21170004	45	0	0	0
100701	9	0	10	0	0	0	0	0	0	0	0	0	21170004	46	0	0	0
100701	10	0	0	0	0	0	0	0	0	0	0	4	500042	0	0	0	0
100701	11	1	12	0	6	9	0	0	0	0	0	10	99999	0	0	0	0
100701	12	0	13	0	0	10003303	1	1	0	0	0	0	21170004	47	0	0	0
100701	13	0	0	0	0	0	0	0	0	0	0	4	500042	0	0	0	0
100701	14	1	15	0	6	4	0	0	0	0	0	1	91000104	1	0	0	0
100701	15	0	16	0	0	0	0	0	0	0	0	1	91000104	1	0	0	0
100701	16	0	17	0	0	0	0	0	0	0	0	1	91000102	1	0	0	0
100701	17	0	18	0	0	0	0	0	0	0	0	1	91000102	1	0	0	0
100701	18	0	19	0	0	0	0	0	0	0	0	1	91000102	1	0	0	0
100701	19	0	20	0	0	0	0	0	0	0	0	0	21170004	68	0	0	0
100701	20	0	21	0	0	0	0	0	0	0	0	0	21170004	69	0	0	0
100701	21	0	0	0	0	0	0	0	0	0	0	0	21170004	70	0	0	0
100701	22	1	23	0	6	7	0	0	0	0	0	1	91000104	1	0	0	0
100701	23	0	24	0	0	0	0	0	0	0	0	1	91000104	1	0	0	0
100701	24	0	25	0	0	0	0	0	0	0	0	1	91000104	1	0	0	0
100701	25	0	26	0	0	0	0	0	0	0	0	1	91000104	1	0	0	0
100701	26	0	0	0	0	0	0	0	0	0	0	0	21170004	68	0	0	0
100701	27	1	28	0	6	10	0	0	0	0	0	0	21170004	48	0	0	0
100701	28	0	29	0	0	0	0	0	0	0	0	0	21170004	49	0	0	0
100701	29	0	30	0	0	0	0	0	0	0	0	0	21170004	50	0	0	0
100701	30	0	31	0	0	0	0	0	0	0	0	0	21170004	51	0	0	0
100701	31	0	32	0	0	0	0	0	0	0	0	0	21170004	52	0	0	0
100701	32	0	33	0	0	0	0	0	0	0	0	0	21170004	53	0	0	0
100701	33	0	34	0	0	0	0	0	0	0	0	0	21170004	54	0	0	0
100701	34	0	35	0	0	0	0	0	0	0	0	0	21170004	55	0	0	0
100701	35	0	36	0	0	0	0	0	0	0	0	0	21170004	56	0	0	0
100701	36	0	37	0	0	0	0	0	0	0	0	0	21170004	57	0	0	0
100701	37	0	38	0	0	0	0	0	0	0	0	0	21170004	58	0	0	0
100701	38	0	39	0	0	0	0	0	0	0	0	0	21170004	59	0	0	0
100701	39	0	40	0	0	0	0	0	0	0	0	0	21170004	60	0	0	0
100701	40	0	41	0	0	0	0	0	0	0	0	0	21170004	61	0	0	0
100701	41	0	42	0	0	0	0	0	0	0	0	0	21170004	62	0	0	0
100701	42	0	43	0	0	0	0	0	0	0	0	0	21170004	63	0	0	0
100701	43	0	44	0	0	0	0	0	0	0	0	0	21170004	64	0	0	0
100701	44	0	45	0	0	0	0	0	0	0	0	0	21170004	65	0	0	0
100701	45	0	46	0	0	0	0	0	0	0	0	0	21170004	66	0	0	0
100701	46	0	47	0	0	0	0	0	0	0	0	0	21170004	67	0	0	0
100701	47	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
100701	48	1	27	0	9	1	0	0	0	0	0	10	99999	0	0	0	0
100701	49	1	50	0	9	0	0	0	0	0	0	0	21170004	48	0	0	0
100701	50	0	51	0	0	0	0	0	0	0	0	0	21170004	49	0	0	0
100701	51	0	52	0	0	0	0	0	0	0	0	0	21170004	50	0	0	0
100701	52	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
100701	53	1	54	0	5	10003303	0	0	0	0	0	0	21170004	71	0	0	0
100701	54	0	55	0	0	0	0	0	0	0	0	0	21170004	72	0	0	0
100701	55	0	0	0	0	0	0	0	0	0	0	4	10001401	600021	0	0	0
111901	1	1	2	0	6	1	0	0	0	0	0	1	10001804	1	43	0	0
111901	2	0	3	0	0	0	0	0	0	0	0	10	10001804	1	43	0	0
111901	3	0	4	0	0	0	0	0	0	0	0	0	21190001	25	0	0	0
111901	4	0	5	0	0	0	0	0	0	0	0	0	21190001	26	0	0	0
111901	5	0	6	0	0	0	0	0	0	0	0	0	21190001	27	0	0	0
111901	6	0	7	0	0	0	0	0	0	0	0	0	21190001	28	0	0	0
111901	7	0	8	0	0	0	0	0	0	0	0	0	21190001	29	0	0	0
111901	8	0	9	0	0	0	0	0	0	0	0	0	21190001	30	0	0	0
111901	9	0	10	0	0	0	0	0	0	0	0	0	21190001	31	0	0	0
111901	10	0	11	0	0	0	0	0	0	0	0	0	21190001	32	0	0	0
111901	11	0	12	0	0	0	0	0	0	0	0	0	21190001	33	0	0	0
111901	12	0	13	0	0	0	0	0	0	0	0	0	21190001	34	0	0	0
111901	13	0	14	0	0	0	0	0	0	0	0	0	21190001	35	0	0	0
111901	14	0	15	0	0	0	0	0	0	0	0	0	21190001	36	0	0	0
111901	15	0	0	0	0	0	0	0	0	0	0	0	21190001	37	0	0	0
111901	16	1	17	0	4	10001804	6	0	10001401	0	0	10	10001804	2	10001401	0	0
111901	17	0	18	0	0	0	0	0	0	0	0	0	21190001	38	0	0	0
111901	18	0	19	0	0	0	0	0	0	0	0	0	21190001	39	0	0	0
111901	19	0	0	0	0	0	0	0	0	0	0	0	21190001	40	0	0	0
111901	20	1	21	0	4	10001804	1	4	0	70	0	0	21190001	41	0	0	0
111901	21	0	22	0	0	0	0	0	0	0	0	0	21190001	42	0	0	0
111901	22	0	23	0	0	0	0	0	0	0	0	0	21190001	43	0	0	0
111901	23	0	24	0	0	0	0	0	0	0	0	0	21190001	44	0	0	0
111901	24	0	0	0	0	0	0	0	0	0	0	4	10001401	600021	0	0	0
111901	25	1	26	0	4	10001804	1	4	0	30	0	0	21190001	45	0	0	0
111901	26	0	27	0	0	0	0	0	0	0	0	0	21190001	46	0	0	0
111901	27	0	28	0	0	0	0	0	0	0	0	1	91000104	1	43	0	0
111901	28	0	29	0	0	0	0	0	0	0	0	1	91000103	1	32	0	0
111901	29	0	30	0	0	0	0	0	0	0	0	1	91000103	1	39	0	0
111901	30	0	31	0	0	0	0	0	0	0	0	1	91000103	1	45	0	0
111901	31	0	32	0	0	0	0	0	0	0	0	1	91000103	1	46	0	0
111901	32	0	0	73	0	0	0	0	0	0	0	0	21190001	47	0	0	0
111901	33	1	34	0	6	5	0	0	0	0	0	1	10010004	0	84	0	0
111901	34	0	35	0	0	0	0	0	0	0	0	1	10010103	0	83	0	0
111901	35	0	36	0	0	0	0	0	0	0	0	1	10010201	0	91	0	0
